Symbol,base_currency,quote_currency,quote_increment,base_increment,display_name,min_market_funds,margin_enabled,post_only,limit_only,cancel_only,status,status_message,trading_disabled,fx_stablecoin,max_slippage_percentage,auction_mode
SYLO-USDT,SYLO,USDT,0.000001,1,SYLO/USDT,1,False,False,False,True,online,"We’ve started accepting deposits, trading will begin shortly.",False,False,0.03000000,False
SYN-USD,SYN,USD,0.001,0.01,SYN/USD,1,False,False,False,False,online,,False,False,0.03000000,False
TIME-USD,TIME,USD,0.01,0.001,TIME/USD,1,False,False,True,False,online,,False,False,0.03000000,False
TIME-USDT,TIME,USDT,0.01,0.001,TIME/USDT,1,False,False,True,False,online,,False,False,0.03000000,False
TRAC-EUR,TRAC,EUR,0.0001,0.1,TRAC/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
TRAC-USD,TRAC,USD,0.0001,0.1,TRAC/USD,1,False,False,False,False,online,,False,False,0.03000000,False
TRAC-USDT,TRAC,USDT,0.0001,0.1,TRAC/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
TRB-BTC,TRB,BTC,0.0000001,0.001,TRB/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
TRB-USD,TRB,USD,0.01,0.001,TRB/USD,1,False,False,False,False,online,,False,False,0.03000000,False
TRIBE-USD,TRIBE,USD,0.0001,0.1,TRIBE/USD,1,False,False,False,False,online,,False,False,0.03000000,False
TRU-BTC,TRU,BTC,0.00000001,0.1,TRU/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
TRU-EUR,TRU,EUR,0.0001,0.1,TRU/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
TRU-USD,TRU,USD,0.0001,0.1,TRU/USD,1,False,False,False,False,online,,False,False,0.03000000,False
TRU-USDT,TRU,USDT,0.0001,0.1,TRU/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
UMA-BTC,UMA,BTC,0.00000001,0.001,UMA/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
UMA-EUR,UMA,EUR,0.001,0.001,UMA/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
UMA-GBP,UMA,GBP,0.01,0.001,UMA/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
UMA-USD,UMA,USD,0.001,0.001,UMA/USD,1,False,False,False,False,online,,False,False,0.03000000,False
UNFI-USD,UNFI,USD,0.01,0.01,UNFI/USD,1,False,False,False,False,online,,False,False,0.03000000,False
UNI-BTC,UNI,BTC,0.0000001,0.1,UNI/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
UNI-EUR,UNI,EUR,0.01,0.001,UNI/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
UNI-GBP,UNI,GBP,0.01,0.001,UNI/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
UNI-USD,UNI,USD,0.001,0.000001,UNI/USD,1,False,False,False,False,online,,False,False,0.03000000,False
UPI-USD,UPI,USD,0.00001,1,UPI/USD,1,False,False,False,False,online,,False,False,0.03000000,False
UPI-USDT,UPI,USDT,0.00001,1,UPI/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
USDC-EUR,USDC,EUR,0.0001,0.01,USDC/EUR,0.84,False,False,False,False,delisted,,True,True,0.01000000,False
USDC-GBP,USDC,GBP,0.0001,0.01,USDC/GBP,0.72,False,False,False,False,delisted,,True,True,0.01000000,False
USDT-EUR,USDT,EUR,0.00001,0.01,USDT/EUR,0.84,False,False,False,False,online,,False,True,0.01000000,False
USDT-GBP,USDT,GBP,0.0001,0.01,USDT/GBP,0.72,False,False,False,False,online,,False,True,0.01000000,False
USDT-USD,USDT,USD,0.00001,0.01,USDT/USD,1,False,False,False,False,online,,False,True,0.01000000,False
USDT-USDC,USDT,USDC,0.0001,0.01,USDT/USDC,1,False,False,False,False,delisted,,True,True,0.01000000,False
UST-EUR,UST,EUR,0.00001,0.01,UST/EUR,0.84,False,False,False,False,delisted,,True,True,0.01000000,False
UST-USD,UST,USD,0.00001,0.01,UST/USD,1,False,False,False,False,delisted,,True,True,0.01000000,False
UST-USDT,UST,USDT,0.00001,0.01,UST/USDT,1,False,False,False,False,delisted,,True,True,0.01000000,False
VGX-EUR,VGX,EUR,0.0001,0.01,VGX/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
VGX-USD,VGX,USD,0.0001,0.01,VGX/USD,1,False,False,False,False,online,,False,False,0.03000000,False
VGX-USDT,VGX,USDT,0.0001,0.01,VGX/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
WAMPL-USD,WAMPL,USD,0.01,0.001,WAMPL/USD,1,False,False,True,False,online,,False,False,0.03000000,False
WAMPL-USDT,WAMPL,USDT,0.01,0.001,WAMPL/USDT,1,False,False,True,False,online,,False,False,0.03000000,False
WBTC-BTC,WBTC,BTC,0.0001,0.00000001,WBTC/BTC,0.0001,False,False,False,False,online,,False,True,0.01000000,False
WBTC-USD,WBTC,USD,0.01,0.00000001,WBTC/USD,1,False,False,True,False,online,,False,False,0.03000000,False
WCFG-BTC,WCFG,BTC,0.00000001,0.01,WCFG/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
WCFG-EUR,WCFG,EUR,0.0001,0.01,WCFG/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
WCFG-GBP,WCFG,GBP,0.00001,0.01,WCFG/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
WCFG-USD,WCFG,USD,0.001,0.01,WCFG/USD,1,False,False,False,False,online,,False,False,0.03000000,False
WCFG-USDT,WCFG,USDT,0.00001,0.01,WCFG/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
WLUNA-EUR,WLUNA,EUR,0.00000001,0.001,WLUNA/EUR,0.84,False,False,False,False,delisted,,True,False,0.10000000,False
WLUNA-GBP,WLUNA,GBP,0.00000001,0.001,WLUNA/GBP,0.72,False,False,False,False,delisted,,True,False,0.10000000,False
WLUNA-USD,WLUNA,USD,0.00000001,0.001,WLUNA/USD,1,False,False,False,False,delisted,,True,False,0.10000000,False
WLUNA-USDT,WLUNA,USDT,0.00000001,0.001,WLUNA/USDT,1,False,False,False,False,delisted,,True,False,0.10000000,False
XCN-USD,XCN,USD,0.00001,0.1,XCN/USD,1,False,False,False,False,online,,False,False,0.03000000,False
XCN-USDT,XCN,USDT,0.00001,0.1,XCN/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
XLM-BTC,XLM,BTC,0.00000001,1,XLM/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
XLM-EUR,XLM,EUR,0.000001,1,XLM/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
XLM-USD,XLM,USD,0.000001,1,XLM/USD,1,False,False,False,False,online,,False,False,0.03000000,False
XLM-USDT,XLM,USDT,0.0001,0.1,XLM/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
XRP-BTC,XRP,BTC,0.00000001,1,XRP/BTC,0.001,False,False,False,False,delisted,,True,False,0.10000000,False
XRP-EUR,XRP,EUR,0.0001,0.000001,XRP/EUR,10,False,False,False,False,delisted,,True,False,0.10000000,False
XRP-GBP,XRP,GBP,0.0001,0.000001,XRP/GBP,10,False,False,False,False,delisted,,True,False,0.10000000,False
XRP-USD,XRP,USD,0.0001,0.000001,XRP/USD,10,False,False,False,False,delisted,,True,False,0.10000000,False
XTZ-BTC,XTZ,BTC,0.00000001,0.01,XTZ/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
XTZ-EUR,XTZ,EUR,0.01,0.01,XTZ/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
XTZ-GBP,XTZ,GBP,0.001,0.01,XTZ/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
XTZ-USD,XTZ,USD,0.001,0.01,XTZ/USD,1,False,False,False,False,online,,False,False,0.03000000,False
XYO-BTC,XYO,BTC,0.00000001,0.1,XYO/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
XYO-EUR,XYO,EUR,0.000001,0.1,XYO/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
XYO-USD,XYO,USD,0.00001,0.1,XYO/USD,1,False,False,False,False,online,,False,False,0.03000000,False
XYO-USDT,XYO,USDT,0.00001,0.1,XYO/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
YFI-BTC,YFI,BTC,0.0001,0.000001,YFI/BTC,0.00001,False,False,False,False,online,,False,False,0.03000000,False
YFI-USD,YFI,USD,0.01,0.000001,YFI/USD,1,False,False,False,False,online,,False,False,0.03000000,False
YFII-USD,YFII,USD,0.01,0.00000001,YFII/USD,1,False,False,True,False,online,,False,False,0.03000000,False
ZEC-BTC,ZEC,BTC,0.000001,0.0001,ZEC/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
ZEC-USD,ZEC,USD,0.01,0.00001,ZEC/USD,1,False,False,False,False,online,,False,False,0.03000000,False
ZEC-USDC,ZEC,USDC,0.01,0.00000001,ZEC/USDC,1,False,False,False,False,delisted,,True,False,0.03000000,False
ZEN-BTC,ZEN,BTC,0.0000001,0.001,ZEN/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
ZEN-USD,ZEN,USD,0.01,0.001,ZEN/USD,1,False,False,False,False,online,,False,False,0.03000000,False
ZEN-USDT,ZEN,USDT,0.01,0.001,ZEN/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
ZRX-BTC,ZRX,BTC,0.00000001,0.00001,ZRX/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
ZRX-EUR,ZRX,EUR,0.0001,0.00001,ZRX/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
ZRX-USD,ZRX,USD,0.000001,0.00001,ZRX/USD,1,False,False,False,False,online,,False,False,0.03000000,False
